"","geometry","elevation","elev_units"
"557",c(-110.70278, 30.89917),1630,"meters"
"558",c(-109.8541667, 30.77222),1639,"meters"
"559",c(-109.8236111, 30.76167),1634,"meters"
"560",c(-109.08417, 30.07972),1505,"meters"
"561",c(-106.114502, 28.681689),1482,"meters"
"562",c(-109.8186111, 30.73833),1634,"meters"
"563",c(-110.38583, 31.00417),1872,"meters"
"564",c(-110.36333, 31.00722),1872,"meters"
"565",c(-110.38444, 31.00417),1872,"meters"
"566",c(-110.22611, 31.04167),1453,"meters"
"567",c(-110.40306, 31.00972),1625,"meters"
"568",c(-107.0875, 28.41667),2317,"meters"
"569",c(-107.28361, 29.90806),1564,"meters"
"570",c(-106.333333, 26.75),1732,"meters"
"571",c(-108.94278, 31.2225),1505,"meters"
"572",c(-110.495, 31.0075),1265,"meters"
"573",c(-109.567222, 30.2875),1507,"meters"
"574",c(-109.560278, 30.283889),1477,"meters"
"575",c(-109.97167, 31.24111),1705,"meters"
"576",c(-109.59528, 30.28028),1507,"meters"
"577",c(-109.58028, 30.26583),1442,"meters"
"578",c(-109.58278, 30.27139),1507,"meters"
"579",c(-108.97111, 31.09111),1795,"meters"
"580",c(-110.2225, 31.04556),1453,"meters"
"581",c(-109.92431, 30.93725),1932,"meters"
"582",c(-110.199, 30.86199),1511,"meters"
"583",c(-110.899671, 31.063341),1182,"meters"
"584",c(-109.49778, 31.15361),1188,"meters"
"585",c(-110.23583, 30.86306),1482,"meters"
"586",c(-110.21639, 30.86278),1511,"meters"
"587",c(-107.283, 26.4167),2148,"meters"
"588",c(-110.86139, 30.3775),1215,"meters"
"589",c(-110.33872, 31.0063),1820,"meters"
"590",c(-109.6519444, 30.58333333),1399,"meters"
"591",c(-110.22861, 30.83472),1535,"meters"
"592",c(-110.20611, 30.81444),1535,"meters"
"593",c(-110.18889, 30.85444),1469,"meters"
"594",c(-110.10447, 30.60317),1341,"meters"
"595",c(-110.075278, 30.563611),1300,"meters"
"596",c(-109.8094444, 30.64222),1537,"meters"
"597",c(-109.90822, 31.02976),1713,"meters"
"598",c(-109.91635, 31.0326),1713,"meters"
"599",c(-110.45602, 30.88797),1507,"meters"
"600",c(-110.41939, 30.87279),1424,"meters"
"601",c(-109.90184, 31.03161),1713,"meters"
"602",c(-110.90667, 31.32694),1207,"meters"
"603",c(-110.55417, 31.16083),1571,"meters"
"604",c(-110.58083, 31.15556),1440,"meters"
"605",c(-110.56528, 31.10194),1557,"meters"
"606",c(-110.07602, 30.57357),1300,"meters"
"607",c(-110.18034, 30.87788),1469,"meters"
"608",c(-110.29756, 31.05098),1581,"meters"
"609",c(-110.13132, 30.57743),1275,"meters"
"610",c(-110.55417, 31.16083),1571,"meters"
"611",c(-105.5333333333, 25.0833333333),1999,"meters"
"612",c(-110.46917, 30.24417),1200,"meters"
"613",c(-108.90569, 30.10528),1652,"meters"
"614",c(-108.92246, 30.19309),1165,"meters"
"615",c(-110.53157, 30.15476),1254,"meters"
"616",c(-110.53952, 30.18643),1186,"meters"
"617",c(-110.36306, 29.89861),1024,"meters"
"618",c(-110.37778, 29.875),1220,"meters"
"619",c(-110.37833, 29.88583),1220,"meters"
"620",c(-110.37778, 29.88611),1220,"meters"
"621",c(-110.40308, 29.8554),1267,"meters"
"622",c(-110.39843, 29.8845),1220,"meters"
"623",c(-110.39105, 29.87739),1220,"meters"
"624",c(-110.38722, 29.8775),1220,"meters"
"625",c(-110.42181, 29.8852),1267,"meters"
"626",c(-110.40899, 29.89141),1267,"meters"
"627",c(-110.3937, 29.84863),1220,"meters"
"628",c(-110.53995, 31.16113),1571,"meters"
"629",c(-110.55759, 31.13514),1634,"meters"
"630",c(-110.56493, 31.15629),1571,"meters"
"631",c(-110.56338, 31.13337),1634,"meters"
"632",c(-110.86222, 30.95833),1087,"meters"
"633",c(-110.56287, 31.13347),1634,"meters"
"634",c(-110.55006, 31.1362),1634,"meters"
"635",c(-110.55715, 31.13615),1634,"meters"
"636",c(-110.5713, 31.1336),1474,"meters"
"637",c(-110.55323, 31.14664),1634,"meters"
"638",c(-110.56767, 31.13857),1634,"meters"
"639",c(-110.55867, 31.15047),1571,"meters"
"640",c(-110.56474, 31.15622),1571,"meters"
"641",c(-110.55164, 31.15899),1571,"meters"
"642",c(-110.085, 30.59667),1300,"meters"
"643",c(-110.39535, 29.87742),1220,"meters"
"644",c(-110.28161, 30.98189),1634,"meters"
"645",c(-109.7480556, 30.6375),1580,"meters"
"646",c(-107.407222, 28.4025),2129,"meters"
"647",c(-104.814444, 24.283611),2235,"meters"
"648",c(-99.275739, 23.682346),1265,"meters"
"649",c(-107.56889, 29.725),2146,"meters"
"650",c(-109.71667, 28.56667),841,"meters"
"651",c(-102.33333, 29),1235,"meters"
"652",c(-106.78944, 28.42167),2040,"meters"
"653",c(-107.07917, 28.37583),2299,"meters"
"654",c(-110.54308, 30.1851),1186,"meters"
"655",c(-110.50338, 30.16885),1330,"meters"
"656",c(-110.34489, 31.03108),1728,"meters"
"657",c(-110.88139, 31.31333),1252,"meters"
"658",c(-106.835168, 31.605416),1222,"meters"
"659",c(-105.120794, 24.937693),1991,"meters"
"660",c(-105.134527, 24.947032),2037,"meters"
"661",c(-106.435923, 29.35186),1772,"meters"
"662",c(-110.541667, 30.364167),1039,"meters"
"663",c(-110.49417, 30.11111),1426,"meters"
"664",c(-110.52333, 30.13806),1426,"meters"
"665",c(-110.53361, 30.17083),1254,"meters"
"666",c(-110.48722, 30.16083),1330,"meters"
"667",c(-110.5414806, 30.80772222),1638,"meters"
"668",c(-110.388962, 31.010509),1872,"meters"
"669",c(-110.55496, 31.147206),1571,"meters"
"670",c(-109.8596167, 29.77858333),1000,"meters"
"671",c(-109.410278, 31.236389),1431,"meters"
"672",c(-109.5142, 28.9011),1115,"meters"
"673",c(-110.364722, 29.897778),1024,"meters"
"674",c(-110.732833, 31.3155),1661,"meters"
"675",c(-105.5571, 25.0977),2339,"meters"
"676",c(-107.63859, 29.151041),2295,"meters"
"677",c(-106.453862, 29.094659),1926,"meters"
"678",c(-110.004514, 30.867873),1576,"meters"
"679",c(-110.198611, 30.861944),1511,"meters"
"680",c(-109.901667, 30.653333),1098,"meters"
"681",c(-115.90753, 32.03369),1667,"meters"
"682",c(-109.60287, 30.366754),1502,"meters"
"683",c(-104.949722, 25.079166),2231,"meters"
"684",c(-109.514167, 28.901111),1115,"meters"
"685",c(-105.5626, 25.1044),2339,"meters"
"686",c(-110.11391, 30.09057),1102,"meters"
"687",c(-106.7971, 26.9054),2338,"meters"
"688",c(-106.1959, 28.4567),1723,"meters"
"689",c(-105.83502, 25.29538),1994,"meters"
"690",c(-109.09063, 30.41948),1870,"meters"
"691",c(-109.9583, 30.9333),2018,"meters"
"692",c(-109.91667, 31.26667),1545,"meters"
"693",c(-108.80518, 31.25727),2015,"meters"
"694",c(-109.95, 30.93333),2018,"meters"
"695",c(-109.9583, 30.94167),2023,"meters"
"696",c(-109.958333, 30.933333),2018,"meters"
"697",c(-110.38033, 31.05603),1766,"meters"
"698",c(-110.37562, 31.05828),1766,"meters"
"699",c(-109.93016, 30.94051),1932,"meters"
"700",c(-109.95847, 30.93572),2018,"meters"
"701",c(-109.20889, 30.59361),1819,"meters"
"702",c(-109.75694, 30.55694),1713,"meters"
"703",c(-109.96353, 30.94533),2023,"meters"
"704",c(-109.98861, 31.25667),1731,"meters"
"705",c(-110.3825, 31.05444),1766,"meters"
"706",c(-108.0425, 30.076111),1621,"meters"
"707",c(-109.1522745, 30.53563413),1847,"meters"
"708",c(-109.1671063, 30.56164583),1943,"meters"
"709",c(-109.9615278, 30.97140018),2023,"meters"
"710",c(-109.9964893, 31.26949722),1731,"meters"
"711",c(-109.7539833, 30.55146895),1713,"meters"
"712",c(-107.58, 29.75),2146,"meters"
"713",c(-109.9583, 30.9417),2023,"meters"
"714",c(-108.17, 29.53),2141,"meters"
"715",c(-108.12131, 29.43408),2323,"meters"
"716",c(-107.62, 29.77),2243,"meters"
"717",c(-110.3825, 31.054444),1766,"meters"
"718",c(-110.75, 31.00833),1717,"meters"
"719",c(-110.57752, 30.74652),1563,"meters"
"720",c(-108.84472, 29.95443),2058,"meters"
"721",c(-108.18414, 29.31744),2433,"meters"
"722",c(-109.74742, 30.54894),1713,"meters"
"723",c(-109.74767, 30.55287),1713,"meters"
"724",c(-109.96042, 30.94296),2023,"meters"
"725",c(-108.2096944, 29.77305556),2435,"meters"
"726",c(-110.3825, 31.05444444),1766,"meters"
"727",c(-109.7504444, 30.54988889),1713,"meters"
"728",c(-109.98684, 30.92563),1789,"meters"
"729",c(-109.94111, 30.95167),1932,"meters"
"730",c(-109.96175, 30.94567),2023,"meters"
"731",c(-109.9636, 30.9456),2023,"meters"
"732",c(-109.9566, 30.9307),2018,"meters"
"733",c(-110.3825, 31.054444),1766,"meters"
"734",c(-109.748611, 30.544167),1713,"meters"
"735",c(-109.198333, 30.5825),1819,"meters"
"736",c(-109.98944, 31.2575),1731,"meters"
"737",c(-108.68389, 29.76306),2035,"meters"
"738",c(-108.548056, 30.498611),2040,"meters"
"739",c(-108.169444, 30.138888),2263,"meters"
"740",c(-108.548055, 30.498611),2040,"meters"
"741",c(-102.76667, 29.06667),1355,"meters"
"742",c(-103.55472, 27.4325),1398,"meters"
"743",c(-106.953587, 31.59759),1226,"meters"
"744",c(-108.688333, 29.766944),1909,"meters"
"745",c(-108.9152778, 30.54416667),1083,"meters"
"746",c(-107.833859, 29.594905),2198,"meters"
"747",c(-109.213714, 30.43049),1231,"meters"
"748",c(-104.14667, 23.46333),2201,"meters"
"749",c(-101.14028, 22.65222),1893,"meters"
"750",c(-99.52667, 20.43167),2262,"meters"
"751",c(-106.7, 29.533333),2068,"meters"
"752",c(-104.9, 25.75),2049,"meters"
"753",c(-108.5, 28.5),1746,"meters"
"754",c(-108.95, 31.26667),1504,"meters"
"755",c(-102.5, 28.9),1784,"meters"
"756",c(-108.8417, 31.325),1556,"meters"
"757",c(-109.925, 31.225),1595,"meters"
"758",c(-108.1167, 28.21667),2287,"meters"
"759",c(-103.9464, 29.00167),1348,"meters"
"760",c(-108.79694, 31.28861),1816,"meters"
"761",c(-101.047, 25.4667),1662,"meters"
"762",c(-100.616667, 21.95),2207,"meters"
"763",c(-100.975, 25.4417),1547,"meters"
"764",c(-103.903058, 29.105941),1150,"meters"
"765",c(-108.95, 31.2667),1504,"meters"
"766",c(-104.064, 29.0167),1470,"meters"
"767",c(-108.767, 31.3167),1745,"meters"
"768",c(-109.917, 31.3),1451,"meters"
"769",c(-100.533333, 21.9),2054,"meters"
"770",c(-109.034858, 28.333826),1790,"meters"
"771",c(-102.166667, 24.55),2087,"meters"
"772",c(-100.611944, 21.999444),2325,"meters"
"773",c(-100.543611, 21.925556),2054,"meters"
"774",c(-111.06, 31.14),1411,"meters"
"775",c(-108.2, 30.15),2274,"meters"
"776",c(-107.78808, 28.38117),2051,"meters"
"777",c(-102.6542, 28.9806),1481,"meters"
"778",c(-107.78, 28.38),2136,"meters"
"779",c(-107.38, 28.43),2096,"meters"
"780",c(-107.78, 29.25),2170,"meters"
"781",c(-104.17, 23.5),2290,"meters"
"782",c(-104, 24),2001,"meters"
"783",c(-104.7583, 23.8333),2224,"meters"
"784",c(-105.325, 26.375),1715,"meters"
"785",c(-107.5, 29.67),1883,"meters"
"786",c(-108.2, 29.63),2162,"meters"
"787",c(-103.8, 23.75),2308,"meters"
"788",c(-100.07, 22),1041,"meters"
"789",c(-108.8333, 31.325),1556,"meters"
"790",c(-109.9167, 31.225),1595,"meters"
"791",c(-107.65, 26.2),726,"meters"
"792",c(-101.57, 25.15),2380,"meters"
"793",c(-108.12, 29.25),2182,"meters"
"794",c(-108.12319, 29.45689),2323,"meters"
"795",c(-108.9569, 31.3303),1609,"meters"
"796",c(-108.6989, 31.2925),1776,"meters"
"797",c(-108.956944, 31.330278),1609,"meters"
"798",c(-108.698889, 31.2925),1776,"meters"
"799",c(-108.0605556, 28.83027778),1903,"meters"
"800",c(-108.0427778, 27.3825),1815,"meters"
"801",c(-108.6988889, 31.2925),1776,"meters"
"802",c(-110.5862778, 30.81027778),1407,"meters"
"803",c(-107.82111, 29.63333),2141,"meters"
"804",c(-107.69083, 28.37972),2163,"meters"
"805",c(-99.21861111, 20.4822222),1730,"meters"
"806",c(-104.8753531, 28.36769528),1606,"meters"
"807",c(-110.35535, 31.31745),1755,"meters"
"808",c(-109.092778, 30.428056),1870,"meters"
"809",c(-99.1756, 19.4099),2311,"meters"
"810",c(-109.55989, 30.28313),1477,"meters"
"811",c(-103.920172, 23.361669),2276,"meters"
"812",c(-108.78241, 29.78994),2015,"meters"
"813",c(-108.804, 29.79188),2015,"meters"
"814",c(-110.3878, 29.88135),1220,"meters"
"815",c(-110.40223, 29.85434),1220,"meters"
"816",c(-100.722222, 25.385555),2468,"meters"
"817",c(-104.741388, 23.898888),2078,"meters"
"818",c(-104.759166, 23.889999),2184,"meters"
"819",c(-104.615555, 23.849444),2127,"meters"
"820",c(-104.638333, 23.787777),2261,"meters"
"821",c(-98.373888, 19.739722),2723,"meters"
"822",c(-98.30395, 20.00535),2309,"meters"
"823",c(-97.616944, 19.603138),2491,"meters"
"824",c(-97.495611, 19.269972),2566,"meters"
"825",c(-98.051805, 18.971861),2279,"meters"
"826",c(-108.588055, 28.411111),1634,"meters"
"827",c(-97.351541, 19.587608),2626,"meters"
"828",c(-103.094166, 23.471944),2275,"meters"
"829",c(-102.61667, 29.1),1657,"meters"
"830",c(-102.75, 29.175),1827,"meters"
"831",c(-102.525, 29.075),1547,"meters"
"832",c(-102.58333, 28.98333),2270,"meters"
"833",c(-102.16667, 24.55),2087,"meters"
"834",c(-103.63333, 28.65),1675,"meters"
"835",c(-105.15, 28.8),1628,"meters"
"836",c(-103.71667, 28.7),1551,"meters"
"837",c(-101.43056, 25.22917),2278,"meters"
"838",c(-109.91667, 31.225),1595,"meters"
"839",c(-102.55, 28.91667),1976,"meters"
"840",c(-102.46667, 28.88333),1527,"meters"
"841",c(-103.55472, 27.4325),1398,"meters"
"842",c(-101.37, 26.34),1215,"meters"
"843",c(-102.56667, 28.93333),2216,"meters"
"844",c(-102.98333, 28.25),1337,"meters"
"845",c(-103.06639, 28.23694),2030,"meters"
"846",c(-103.71, 23.69167),2396,"meters"
"847",c(-101.27, 22.38333),2056,"meters"
"848",c(-97.48333, 19.31667),2538,"meters"
"849",c(-103.94639, 29.00167),1348,"meters"
"850",c(-100.95694, 25.36389),2125,"meters"
"851",c(-107.07917, 28.37583),2299,"meters"
"852",c(-104.47917, 28.49667),1452,"meters"
"853",c(-102.60167, 28.98),2270,"meters"
"854",c(-102.57333, 28.96833),2270,"meters"
"855",c(-101.56361, 25.94194),2018,"meters"
"856",c(-103.38389, 23.75167),2244,"meters"
"857",c(-107.090019, 28.417449),2317,"meters"
"858",c(-104.831667, 24.0025),2341,"meters"
"859",c(-100.435833, 25.369722),2433,"meters"
"860",c(-108.41, 28.63583333),1685,"meters"
"861",c(-100.190989, 20.883299),2588,"meters"
"862",c(-102.227119, 29.324381),1250,"meters"
"863",c(-107.63859, 29.151041),2295,"meters"
"864",c(-106.569137, 29.055773),2267,"meters"
"865",c(-108.764085, 31.321493),1745,"meters"
"866",c(-103.280459, 22.744395),2340,"meters"
"867",c(-100.13498, 20.966552),2209,"meters"
"868",c(-109.0083333, 28.34722222),1750,"meters"
"869",c(-107.75972, 27.37222),1954,"meters"
"870",c(-108.2833, 28.11667),1952,"meters"
"871",c(-108.2833, 28.11111),1952,"meters"
"872",c(-108.4, 28.18333),1716,"meters"
"873",c(-108.9767, 26.92167),786,"meters"
"874",c(-108.3517, 28.32167),1803,"meters"
"875",c(-109.0417, 28.375),1569,"meters"
"876",c(-109.0667, 28.31667),1418,"meters"
"877",c(-109.0667, 28.3),1418,"meters"
"878",c(-108.80518, 31.25727),2015,"meters"
"879",c(-108.3944, 28.17778),1716,"meters"
"880",c(-107.601048, 29.056605),2311,"meters"
"881",c(-110, 31),1786,"meters"
"882",c(-109.9667, 30.93333),2018,"meters"
"883",c(-108.9917, 31.05),1935,"meters"
"884",c(-108.9694, 31.0875),1795,"meters"
"885",c(-108.7083, 27.11667),1213,"meters"
"886",c(-109.9903, 31.25694),1731,"meters"
"887",c(-108.7056, 28.20555),1835,"meters"
"888",c(-109, 28),1684,"meters"
"889",c(-108.35, 28.3),1803,"meters"
"890",c(-109.0083, 28.34722),1750,"meters"
"891",c(-108.7625, 28.37083),1335,"meters"
"892",c(-110.3833, 31.01667),1872,"meters"
"893",c(-108.90306, 31.16889),1637,"meters"
"894",c(-109.22222, 30.58806),1819,"meters"
"895",c(-108.79694, 31.28861),1816,"meters"
"896",c(-111.10334, 31.19158),1296,"meters"
"897",c(-110.39178, 30.9912),1872,"meters"
"898",c(-110.38243, 31.00895),1872,"meters"
"899",c(-110.75357, 30.63721),1406,"meters"
"900",c(-110.74891, 30.65449),1431,"meters"
"901",c(-110.7588, 30.68863),1299,"meters"
"902",c(-110.37932, 31.04916),1766,"meters"
"903",c(-110.38033, 31.05603),1766,"meters"
"904",c(-110.37836, 31.06094),1766,"meters"
"905",c(-110.38203, 31.06858),1602,"meters"
"906",c(-110.3837, 31.06078),1766,"meters"
"907",c(-110.37562, 31.05828),1766,"meters"
"908",c(-110.38177, 31.04314),1766,"meters"
"909",c(-109.54423, 30.01425),1524,"meters"
"910",c(-109.55055, 30.0307),1410,"meters"
"911",c(-109.5363, 30.01037),1524,"meters"
"912",c(-109.54259, 30.03091),1410,"meters"
"913",c(-109.54315, 29.95901),1597,"meters"
"914",c(-109.5337, 29.9517),1597,"meters"
"915",c(-109.52668, 29.9519),1597,"meters"
"916",c(-109.5325, 29.95423),1597,"meters"
"917",c(-109.52403, 29.94808),1597,"meters"
"918",c(-109.20286, 30.58398),1819,"meters"
"919",c(-109.93263, 30.95362),1932,"meters"
"920",c(-109.96088, 30.97298),2023,"meters"
"921",c(-109.17139, 30.55139),1847,"meters"
"922",c(-109.22389, 30.60056),1819,"meters"
"923",c(-109.25139, 30.57917),1477,"meters"
"924",c(-109.48833, 29.92611),1683,"meters"
"925",c(-108.77861, 31.32139),1665,"meters"
"926",c(-108.756, 28.2556),1584,"meters"
"927",c(-107.327904, 28.475771),2084,"meters"
"928",c(-108.439, 29.1972),2027,"meters"
"929",c(-107.743268, 27.025457),1104,"meters"
"930",c(-106.5167, 29.35),2044,"meters"
"931",c(-108.892, 28.3833),1540,"meters"
"932",c(-109.545, 30.0075),1524,"meters"
"933",c(-110.57917, 30.72972),1563,"meters"
"934",c(-109.17722, 30.54861),1847,"meters"
"935",c(-110.3825, 31.05444),1766,"meters"
"936",c(-110.39444, 30.3875),1527,"meters"
"937",c(-110.36111, 30.37778),1527,"meters"
"938",c(-110.39889, 30.39028),1527,"meters"
"939",c(-108.99417, 29.84806),1804,"meters"
"940",c(-110.35833, 30.375),1403,"meters"
"941",c(-109, 29.8375),1816,"meters"
"942",c(-106.166667, 27.5),1669,"meters"
"943",c(-110.358333, 30.375),1403,"meters"
"944",c(-110.398889, 30.390278),1527,"meters"
"945",c(-110.361111, 30.377778),1527,"meters"
"946",c(-108.97833, 29.84444),1816,"meters"
"947",c(-110.35877, 30.37565),1403,"meters"
"948",c(-109.1257061, 30.51405327),1884,"meters"
"949",c(-109.1304122, 30.50389956),1884,"meters"
"950",c(-109.1667574, 30.54471639),1847,"meters"
"951",c(-109.1671063, 30.56164583),1943,"meters"
"952",c(-109.2022515, 30.5665934),1819,"meters"
"953",c(-109.9615278, 30.97140018),2023,"meters"
"954",c(-109.94737, 31.00964027),1877,"meters"
"955",c(-110.9629913, 31.05623681),1501,"meters"
"956",c(-110.9850634, 31.06299958),1369,"meters"
"957",c(-110.981503, 31.04527766),1501,"meters"
"958",c(-110.9848048, 31.04101915),1501,"meters"
"959",c(-110.5693716, 30.73929465),1731,"meters"
"960",c(-110.5651704, 30.73966865),1731,"meters"
"961",c(-110.5631774, 30.76693983),1731,"meters"
"962",c(-109.9964893, 31.26949722),1731,"meters"
"963",c(-109.1984285, 30.55908857),1761,"meters"
"964",c(-109.2286644, 30.52615066),1761,"meters"
"965",c(-109.2178318, 30.568062),1819,"meters"
"966",c(-109.7094759, 30.57212125),1575,"meters"
"967",c(-109.7539833, 30.55146895),1713,"meters"
"968",c(-110.522481, 31.15333834),1664,"meters"
"969",c(-109.5609405, 30.2613837),1599,"meters"
"970",c(-109.5386073, 30.25131931),1599,"meters"
"971",c(-109, 28.4),1656,"meters"
"972",c(-109, 28.3),1901,"meters"
"973",c(-110.401667, 30.387222),1527,"meters"
"974",c(-108.976694, 29.843653),1661,"meters"
"975",c(-110.96833, 31.05611),1501,"meters"
"976",c(-108.97583, 28.36583),1725,"meters"
"977",c(-110.384, 30.997),1872,"meters"
"978",c(-108.968, 31.083),1795,"meters"
"979",c(-109.008, 31.045),1935,"meters"
"980",c(-108.995, 31.032),1935,"meters"
"981",c(-109.01, 31.027),1935,"meters"
"982",c(-109.004, 31.062),1935,"meters"
"983",c(-108.973, 31.073),1795,"meters"
"984",c(-110.4, 30.388),1527,"meters"
"985",c(-108.94, 31.18),1557,"meters"
"986",c(-108.895, 31.16),1637,"meters"
"987",c(-108.858, 31.173),1835,"meters"
"988",c(-108.876, 31.166),1835,"meters"
"989",c(-108.847, 31.201),1955,"meters"
"990",c(-108.83, 31.195),1955,"meters"
"991",c(-108.824, 31.178),2032,"meters"
"992",c(-108.863, 31.218),1716,"meters"
"993",c(-108.975823, 29.844444),1661,"meters"
"994",c(-108.7958, 28.2958),1701,"meters"
"995",c(-109.0083, 28.3472),1750,"meters"
"996",c(-106.4917, 29.075),1987,"meters"
"997",c(-102.6361, 28.9806),1997,"meters"
"998",c(-108.93, 28.37),1614,"meters"
"999",c(-108.48, 29.17),1536,"meters"
"1000",c(-108.03, 27.32),1776,"meters"
"1001",c(-108.52, 29.03),1623,"meters"
"1002",c(-107.78, 28.43),1975,"meters"
"1003",c(-108.23, 28.28),2173,"meters"
"1004",c(-108.72, 27.12),1213,"meters"
"1005",c(-109.0722, 28.3306),1418,"meters"
"1006",c(-108.3, 28.27),2108,"meters"
"1007",c(-107.88, 29.27),2134,"meters"
"1008",c(-108.708, 27.117),1213,"meters"
"1009",c(-109.97, 30.93),2018,"meters"
"1010",c(-108.77, 28.38),1394,"meters"
"1011",c(-108.15, 29.53),2141,"meters"
"1012",c(-109, 29.8556),1804,"meters"
"1013",c(-108.8542, 28.3833),1540,"meters"
"1014",c(-108.24861, 29.19481),2121,"meters"
"1015",c(-108.2167, 28.1722),2115,"meters"
"1016",c(-108.7625, 28.3708),1335,"meters"
"1017",c(-108.1, 28.12),2322,"meters"
"1018",c(-107.5945, 28.40283),2300,"meters"
"1019",c(-108.26633, 28.34831),1938,"meters"
"1020",c(-110.4814, 30.81),1548,"meters"
"1021",c(-109.0333, 28.3778),1569,"meters"
"1022",c(-108.5478, 30.3319),2032,"meters"
"1023",c(-110.9683, 31.0561),1501,"meters"
"1024",c(-109.488333, 29.926111),1683,"meters"
"1025",c(-110.579167, 30.729722),1563,"meters"
"1026",c(-110.3825, 31.054444),1766,"meters"
"1027",c(-102.633333, 29.016667),1992,"meters"
"1028",c(-109.74861, 30.54417),1713,"meters"
"1029",c(-109.7325, 30.57556),1663,"meters"
"1030",c(-109.71972, 30.52778),1651,"meters"
"1031",c(-109.72194, 30.53056),1651,"meters"
